quantity
8.0
1.0
1.0
2.0
11.0
2.0
2.0
1.0
1.0
1.0
3.0
5.0
6.0
8.0
1.0
28.0
2.0
1.0
6.0
4.0
4.0
5.0
6.0
4.0
5.0
15.0
3.0
1.0
8.0
8.0
15.0
6.0
7.0
1.0
19.0
5.0
4.0
3.0
4.0
2.0
6.0
2.0
1.0
1.0
2.0
1.0
2.0
2.0
7.0
2.0
2.0
3.0
1.0
1.0
2.0
2.0
1.0
1.0
4.0
2.0
1.0
1.0
2.0
1.0
1.0
1.0
1.0
1.0
2.0
1.0
7.0
6.0
17.0
6.0
3.0
1.0
1.0
2.0
1.0
3.0
2.0
6.0
1.0
5.0
3.0
4.0
1.0
3.0
1.0
4.0
0.338
1.0
1.0
4.0
1.0
3.0
3.0
6.0
2.0
3.0
5.0
1.0
0.682
0.378
0.858
0.522
0.254
1.0
0.288
1.0
0.172
1.0
0.346
1.0
6.0
3.0
1.0
1.0
4.0
4.0
4.0
14.0
1.0
2.0
2.0
3.0
3.0
4.0
10.0
1.0
1.0
5.0
3.0
4.0
3.0
1.0
11.0
3.0
14.0
6.0
5.0
2.0
4.0
2.0
6.0
1.0
3.0
1.0
4.0
1.0
1.0
4.0
13.0
1.0
4.0
2.0
1.0
2.0
1.0
10.0
3.0
1.0
2.0
1.0
2.0
1.0
1.0
1.0
1.0
2.0
1.0
2.0
3.0
1.0
2.0
5.0
7.0
30.0
10.0
2.0
2.0
1.0
2.0
4.0
1.0
2.0
2.0
9.0
5.0
1.0
4.0
4.0
1.0
3.0
4.0
1.0
2.0
1.0
2.0
2.0
3.0
6.0
8.0
3.0
3.0
11.0
2.0
4.0
0.606
0.608
0.206
0.204
0.254
1.0
1.0
1.0
0.574
1.0
1.0
1.0
1.0
4.0
1.0
4.0
1.0
3.0
3.0
5.0
9.0
2.0
1.0
2.0
2.0
1.0
2.0
3.0
10.0
1.0
1.0
9.0
5.0
2.0
7.0
8.0
6.0
1.0
8.0
3.0
6.0
4.0
4.0
2.0
1.0
7.0
4.0
5.0
1.0
5.0
1.0
3.0
3.0
1.0
3.0
7.0
1.0
2.0
4.0
3.0
1.0
1.0
2.0
1.0
2.0
1.0
1.0
1.0
2.0
2.0
1.0
1.0
3.0
3.0
2.0
1.0
1.0
1.0
2.0
5.0
9.0
17.0
6.0
1.0
1.0
1.0
1.0
1.0
2.0
1.0
3.0
2.0
4.0
3.0
5.0
4.0
1.0
4.0
6.0
7.0
2.0
1.0
1.0
1.0
2.0
1.0
3.0
2.0
1.0
1.0
4.0
1.0
1.0
0.828
0.52
0.22
0.24
0.522
0.21
1.0
0.294
1.0
3.0
4.0
3.0
2.0
1.0
1.0
4.0
4.0
9.0
1.0
1.0
2.0
1.0
1.0
2.0
2.0
2.0
5.0
1.0
1.0
1.0
1.0
1.0
6.0
5.0
6.0
1.0
4.0
13.0
3.0
2.0
1.0
5.0
3.0
2.0
2.0
1.0
1.0
1.0
2.0
2.0
1.0
2.0
5.0
2.0
1.0
1.0
1.0
1.0
3.0
1.0
1.0
4.0
1.0
2.0
1.0
1.0
1.0
2.0
1.0
3.0
5.0
22.0
10.0
5.0
2.0
3.0
5.0
1.0
2.0
1.0
4.0
4.0
3.0
3.0
2.0
2.0
1.0
3.0
2.0
1.0
1.0
6.0
0.234
3.0
1.0
3.0
5.0
9.0
5.0
1.0
1.0
1.0
1.0
1.0
6.0
4.0
1.0
1.0
0.874
0.294
0.386
0.196
0.502
0.554
0.242
0.302
2.0
2.0
0.498
0.252
0.606
2.0
1.0
5.0
1.0
1.0
1.0
2.0
2.0
3.0
8.0
3.0
5.0
2.0
1.0
1.0
1.0
2.0
4.0
1.0
1.0
2.0
3.0
1.0
3.0
2.0
5.0
2.0
22.0
3.0
39.0
4.0
21.0
5.0
19.0
4.0
5.0
5.0
2.0
9.0
1.0
5.0
5.0
7.0
3.0
5.0
3.0
2.0
1.0
4.0
4.0
1.0
26.0
4.0
3.0
7.0
4.0
2.0
4.0
4.0
1.0
3.0
4.0
1.0
1.0
4.0
1.0
1.0
6.0
4.0
4.0
12.0
1.0
2.0
1.0
1.0
2.0
4.0
2.0
3.0
14.0
20.0
57.0
10.0
1.0
8.0
1.0
1.0
1.0
1.0
2.0
1.0
1.0
3.0
9.0
7.0
2.0
4.0
5.0
7.0
7.0
1.0
9.0
1.0
5.0
3.0
0.28
4.0
3.0
2.0
1.0
1.0
1.0
1.0
3.0
1.0
4.0
2.0
20.0
11.0
1.0
1.0
3.0
1.0
4.0
10.0
2.0
11.0
1.364
1.008
0.43
5.0
0.598
1.03
0.726
0.512
5.0
2.112
1.31
0.57
0.548
1.0
1.0
1.0
1.0
1.05
2.0
2.0
2.0
2.0
1.0
4.0
2.0
2.0
2.0
8.0
4.0
3.0
2.0
1.0
1.0
2.0
3.0
2.0
1.0
1.0
7.0
8.0
3.0
24.0
4.0
4.0
1.0
1.0
4.0
1.0
2.0
4.0
5.0
6.0
3.0
16.0
1.0
2.0
18.0
10.0
8.0
5.0
7.0
3.0
12.0
6.0
4.0
2.0
1.0
2.0
2.0
1.0
1.0
1.0
4.0
1.0
2.0
5.0
1.0
9.0
3.0
1.0
1.0
3.0
2.0
5.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
2.0
2.0
2.0
7.0
22.0
6.0
3.0
1.0
1.0
2.0
2.0
2.0
1.0
3.0
5.0
1.0
3.0
3.0
4.0
3.0
7.0
3.0
5.0
1.0
1.0
2.0
6.0
3.0
1.0
1.0
1.0
8.0
1.0
1.0
1.0
0.486
0.452
2.0
0.334
0.556
1.0
0.618
0.268
1.0
1.0
0.27
5.0
1.0
7.0
3.0
1.0
2.0
2.0
9.0
10.0
1.0
1.0
2.0
3.0
2.0
1.0
3.0
4.0
3.0
8.0
1.0
4.0
2.0
9.0
17.0
6.0
6.0
2.0
4.0
8.0
4.0
3.0
1.0
-1.0
4.0
1.0
2.0
2.0
1.0
5.0
2.0
1.0
2.0
1.0
1.0
3.0
1.0
4.0
2.0
1.0
1.0
1.0
3.0
6.0
17.0
4.0
1.0
1.0
1.0
1.0
1.0
4.0
4.0
2.0
1.0
10.0
4.0
4.0
4.0
2.0
8.0
7.0
1.0
2.0
1.0
2.0
1.0
1.0
4.0
4.0
1.0
3.0
0.968
1.0
0.57
0.196
2.0
1.0
0.54
1.0
2.0
1.0
4.0
1.0
1.0
5.0
3.0
12.0
3.0
2.0
2.0
1.0
2.0
9.0
6.0
5.0
3.0
8.0
2.0
19.0
4.0
6.0
3.0
3.0
2.0
2.0
3.0
1.0
3.0
1.0
1.0
2.0
12.0
1.0
3.0
1.0
1.0
2.0
1.0
1.0
1.0
3.0
1.0
1.0
1.0
1.0
3.0
2.0
1.0
1.0
3.0
5.0
10.0
22.0
7.0
8.0
3.0
1.0
2.0
4.0
2.0
2.0
3.0
1.0
1.0
2.0
3.0
1.0
1.0
1.0
1.0
2.0
2.0
1.0
5.0
5.0
2.0
1.0
1.0
1.0
1.0
4.0
2.0
2.0
0.618
0.17
1.0
0.546
0.212
1.0
1.0
0.316
0.254
0.766
7.0
1.0
2.0
3.0
1.0
2.0
3.0
3.0
1.0
1.0
1.0
1.0
8.0
7.0
1.0
1.0
2.0
1.0
3.0
2.0
1.0
7.0
1.0
1.0
6.0
4.0
3.0
1.0
11.0
2.0
1.0
20.0
6.0
6.0
1.0
3.0
2.0
1.0
3.0
2.0
3.0
1.0
1.0
1.0
9.0
3.0
1.0
3.0
1.0
1.0
2.0
1.0
5.0
1.0
2.0
3.0
2.0
3.0
2.0
1.0
1.0
1.0
4.0
6.0
20.0
6.0
5.0
2.0
1.0
1.0
1.0
2.0
1.0
7.0
3.0
1.0
2.0
2.0
7.0
2.0
5.0
1.0
0.32
2.0
2.0
1.0
1.0
1.0
1.0
1.0
3.0
3.0
3.0
2.0
1.0
1.0
0.386
8.0
2.0
0.222
1.0
0.288
0.226
0.226
0.276
1.0
1.0
1.0
1.0
0.614
4.0
1.0
1.0
1.0
2.0
2.0
1.0
1.0
1.0
1.0
1.0
3.0
6.0
2.0
13.0
2.0
1.0
1.0
2.0
1.0
2.0
1.0
3.0
2.0
8.0
4.0
3.0
4.0
7.0
